Unnamed: 0,price,condition,district,max_floor,street,num_rooms,region,area,url,num_bathrooms,building_type,floor,ceiling_height
997,43652,good,Shengavit,4,Mayisi 9 St,2,Yerevan,66,http://www.myrealty.am/en/item/31034/2-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,3,2.8
5425,50868,newly repaired,Achapnyak,6,Abelyan St,3,Yerevan,75,http://www.myrealty.am/en/item/20294/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,2,stone,1,2.8
1330,64792,zero condition,Erebuni,11,Sari Tagh 7th st,3,Yerevan,104,http://www.myrealty.am/en/item/27221/3-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,monolit,3,3.2
2455,42687,good,Qanaqer-Zeytun,10,Tbilisian hightway (Qanaqer-Zeytun),3,Yerevan,85,http://www.myrealty.am/en/item/24273/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,6,2.8
5757,91067,newly repaired,Malatia-Sebastia,8,A. Babajanyan St,4,Yerevan,110,http://www.myrealty.am/en/item/30220/4-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,2,monolit,7,2.8
684,56656,good,Center,11,M.Khorenatsi St,1,Yerevan,41,http://www.myrealty.am/en/item/23737/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,10,2.8
1768,59771,good,Shengavit,6,Exbayrutyan St,3,Yerevan,82,http://www.myrealty.am/en/item/23720/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,4,2.8
5177,52728,good,Center,13,NarDos St,1,Yerevan,80,http://www.myrealty.am/en/item/35852/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,5,2.8
4573,70925,newly repaired,Arabkir,6,Komitas Ave,2,Yerevan,60,http://www.myrealty.am/en/item/35389/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,3.2
6490,120648,newly repaired,Center,7,Antarayin St,2,Yerevan,65,http://www.myrealty.am/en/item/1956/apartment-for-sale-in-Yerevan,1,monolit,3,2.8
3786,118909,newly repaired,Arabkir,13,Hr.Kochar St,3,Yerevan,85,http://www.myrealty.am/en/item/13164/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,8,3
605,156182,newly repaired,Arabkir,15,Keri St,3,Yerevan,100,http://www.myrealty.am/en/item/34079/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,4,3
3647,75377,newly repaired,Arabkir,4,Azatutyan Ave,2,Yerevan,75,http://www.myrealty.am/en/item/29783/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,3
110,72879,newly repaired,Arabkir,10,A. Khachatrian St,2,Yerevan,67,http://www.myrealty.am/en/item/20836/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,4,2.8
4396,259302,newly repaired,Center,10,Pushkin St,3,Yerevan,125,http://www.myrealty.am/en/item/37081/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,8,2.8
259,42068,zero condition,Malatia-Sebastia,10,Z.Andranik St,1,Yerevan,46,http://www.myrealty.am/en/item/22976/1-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,4,2.8
3078,94765,newly repaired,Center,5,Vardanants St,3,Yerevan,80,http://www.myrealty.am/en/item/15117/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
1982,151866,newly repaired,Arabkir,13,Gyulbenkyan St,3,Yerevan,104,http://www.myrealty.am/en/item/30593/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,6,3
4665,285815,newly repaired,Center,6,Abovyan St,3,Yerevan,110,http://www.myrealty.am/en/item/18080/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.2
2199,107287,newly repaired,Davtashen,2,Sasna tsrer St,2,Yerevan,72,http://www.myrealty.am/en/item/15391/2-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,2,monolit,1,3.2
1388,52603,good,Qanaqer-Zeytun,6,Rubinyants St,3,Yerevan,75,http://www.myrealty.am/en/item/37846/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,4,2.8
2552,47854,newly repaired,Shengavit,5,Tadevosyan St,3,Yerevan,68,http://www.myrealty.am/en/item/28654/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,4,2.8
3456,116188,newly repaired,Center,11,NarDos St,4,Yerevan,92,http://www.myrealty.am/en/item/30222/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,8,2.8
6559,83501,good,Arabkir,6,V.Vagharshyan St,3,Yerevan,80,http://www.myrealty.am/en/item/498/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,2.8
2970,73246,good,Arabkir,15,Hovsep Emin St,4,Yerevan,105,http://www.myrealty.am/en/item/21155/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,panel,10,2.8
477,165333,newly repaired,Center,6,Tumanyan St,2,Yerevan,65,http://www.myrealty.am/en/item/12528/apartment-for-sale-in-Yerevan,2,stone,2,3.2
5100,66239,newly repaired,Nor Norq,10,Gayi Ave,3,Yerevan,93,http://www.myrealty.am/en/item/33238/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,1,2.8
5706,46551,newly repaired,Avan,10,Avan-Arinj 2 micro,3,Yerevan,80,http://www.myrealty.am/en/item/21464/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,6,2.8
3412,79331,newly repaired,Center,12,Lalayants st,2,Yerevan,53,http://www.myrealty.am/en/item/23038/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,11,2.8
4740,73297,newly repaired,Achapnyak,6,Leningradyan St,4,Yerevan,100,http://www.myrealty.am/en/item/33917/4-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,stone,4,2.8
974,50407,zero condition,Davtashen,10,Davtashen 2 district,3,Yerevan,74,http://www.myrealty.am/en/item/24619/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,8,2.8
5181,99860,newly repaired,Arabkir,7,Kievyan St,3,Yerevan,90,http://www.myrealty.am/en/item/26940/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,3.2
5173,58677,newly repaired,Malatia-Sebastia,15,Svachyan str,3,Yerevan,89,http://www.myrealty.am/en/item/36884/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,4,2.8
780,50854,newly repaired,Center,12,Saryan St,1,Yerevan,39,http://www.myrealty.am/en/item/24165/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,11,2.8
2210,111805,newly repaired,Center,8,Moskovyan St,3,Yerevan,75,http://www.myrealty.am/en/item/28036/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,2,3
3503,82512,newly repaired,Davtashen,10,Davtashen 1 district,3,Yerevan,80,http://www.myrealty.am/en/item/34776/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,1,2.8
389,55396,good,Arabkir,6,A. Avetisyan St,2,Yerevan,60,http://www.myrealty.am/en/item/17267/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
6099,141800,newly repaired,Arabkir,10,A. Avetisyan St,4,Yerevan,140,http://www.myrealty.am/en/item/29146/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,6,2.8
2479,101106,newly repaired,Arabkir,10,Hambardzumyan St,3,Yerevan,106,http://www.myrealty.am/en/item/17919/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,6,2.8
3617,69082,newly repaired,Center,11,Zavaryan St,3,Yerevan,92,http://www.myrealty.am/en/item/19220/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,5,2.8
4634,55439,good,Nor Norq,17,Lvovyan St,2,Yerevan,75,http://www.myrealty.am/en/item/32874/2-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,monolit,7,3.2
6699,213445,newly repaired,Center,9,Tumanyan St,4,Yerevan,141,http://www.myrealty.am/en/item/24449/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,7,2.8
4453,36958,good,Center,10,M.Khorenatsi St,1,Yerevan,42,http://www.myrealty.am/en/item/970/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,9,2.8
5520,136914,newly repaired,Center,5,Baghramyan Ave (Kentron),3,Yerevan,125,http://www.myrealty.am/en/item/31189/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.2
3114,113359,newly repaired,Arabkir,6,Kievyan St,3,Yerevan,115,http://www.myrealty.am/en/item/32842/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,3.2
6531,71841,newly repaired,Center,11,D. Demirchyan St,2,Yerevan,75,http://www.myrealty.am/en/item/20664/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,10,2.8
3243,81873,newly repaired,Davtashen,17,Davtashen 1 district,3,Yerevan,96,http://www.myrealty.am/en/item/28247/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,7,2.8
1162,167931,good,Center,5,Mashtots Ave,3,Yerevan,74,http://www.myrealty.am/en/item/2204/apartment-for-sale-in-Yerevan,1,other,2,2.8
552,60238,zero condition,Arabkir,10,Surenyants St,2,Yerevan,63,http://www.myrealty.am/en/item/2248/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,7,2.8
2286,69748,newly repaired,Malatia-Sebastia,10,Z.Andranik St,3,Yerevan,82,http://www.myrealty.am/en/item/37170/3-senyakanoc-bnakaran-vacharq-Yerevan-Malatia-Sebastia,1,panel,8,2.8
5240,53644,newly repaired,Nor Norq,6,Moldovakan St,3,Yerevan,76,http://www.myrealty.am/en/item/31337/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,stone,5,2.8
5759,62005,newly repaired,Nor Norq,5,Moldovakan St,2,Yerevan,55,http://www.myrealty.am/en/item/27720/2-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,monolit,1,2.8
4160,69543,good,Center,6,Heratsi St,2,Yerevan,67,http://www.myrealty.am/en/item/17975/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,2,3
1958,107731,good,Center,7,Khanjyan St,2,Yerevan,71,http://www.myrealty.am/en/item/287/Apartment-for-sale-in-Yerevan,1,stone,3,3.2
2965,75888,good,Qanaqer-Zeytun,17,Rubinyants St,3,Yerevan,90,http://www.myrealty.am/en/item/21381/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,16,2.8
2222,67544,good,Davtashen,10,Davtashen 1 district,3,Yerevan,105,http://www.myrealty.am/en/item/32605/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,4,2.8
3230,88076,newly repaired,Center,17,E. Qochar St,2,Yerevan,78,http://www.myrealty.am/en/item/16072/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,8,2.8
4452,71403,newly repaired,Center,8,Aygestan 9 St,2,Yerevan,53,http://www.myrealty.am/en/item/21154/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,2.8
5167,53006,good,Shengavit,6,Manandyan St,3,Yerevan,77,http://www.myrealty.am/en/item/37540/3-senyakanoc-bnakaran-vacharq-Yerevan-Shengavit,1,stone,4,2.8
3715,86714,newly repaired,Center,23,Tsitsernakaberd Highway,2,Yerevan,60,http://www.myrealty.am/en/item/1385/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,9,3
4243,108264,newly repaired,Achapnyak,5,Margaryan St,3,Yerevan,98,http://www.myrealty.am/en/item/27161/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,stone,2,3
4175,70973,newly repaired,Center,6,Sayat Nova Ave,1,Yerevan,50,http://www.myrealty.am/en/item/36353/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,2.8
5278,91836,newly repaired,Center,7,Khanjyan St,2,Yerevan,71,http://www.myrealty.am/en/item/28792/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3
5895,145614,newly repaired,Arabkir,17,N. Zaryan St,3,Yerevan,114,http://www.myrealty.am/en/item/34455/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,14,3
8,155379,newly repaired,Center,10,Sayat Nova Ave,4,Yerevan,98,http://www.myrealty.am/en/item/34641/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,2,2.8
4117,69396,newly repaired,Davtashen,10,Davtashen 2 district,3,Yerevan,75,http://www.myrealty.am/en/item/23129/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,panel,4,2.8
5434,82266,newly repaired,Avan,11,Tsarav Aghbyur St,3,Yerevan,94,http://www.myrealty.am/en/item/26769/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,monolit,4,3.2
1510,74063,newly repaired,Center,10,NarDos St,1,Yerevan,67,http://www.myrealty.am/en/item/37548/1-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,8,2.8
4589,105241,newly repaired,Center,11,Nar Dos 1 alley,4,Yerevan,92,http://www.myrealty.am/en/item/30056/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,8,3
6627,95525,newly repaired,Center,15,Argishti St,4,Yerevan,118,http://www.myrealty.am/en/item/19127/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,14,2.8
5991,170133,newly repaired,Arabkir,14,Komitas Ave,3,Yerevan,90,http://www.myrealty.am/en/item/33700/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,5,3.2
5781,61645,good,Arabkir,6,Mamikoniants St,3,Yerevan,90,http://www.myrealty.am/en/item/32716/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,2.8
1119,106547,good,Center,10,Saryan St,3,Yerevan,72,http://www.myrealty.am/en/item/22883/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,2,2.8
4285,71790,newly repaired,Arabkir,10,Gyulbenkyan St,3,Yerevan,78,http://www.myrealty.am/en/item/35488/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,7,2.8
6482,78594,newly repaired,Center,11,Teryan St,2,Yerevan,42,http://www.myrealty.am/en/item/25718/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,8,3
1196,46074,good,Arabkir,5,Kievyan St,1,Yerevan,42,http://www.myrealty.am/en/item/37766/1-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,3
3819,74832,newly repaired,Erebuni,15,Artsakh ave,4,Yerevan,82,http://www.myrealty.am/en/item/13177/4-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,panel,1,2.8
3637,72832,newly repaired,Arabkir,6,Gyulbenkyan St,3,Yerevan,62,http://www.myrealty.am/en/item/32673/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,stone,5,2.8
4812,114761,newly repaired,Arabkir,14,Mamikoniants St,3,Yerevan,87,http://www.myrealty.am/en/item/7568/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,3,2.8
2930,97861,newly repaired,Center,10,Tumanyan St,2,Yerevan,67,http://www.myrealty.am/en/item/31544/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,9,2.8
1367,150011,good,Center,7,Moskovyan St,2,Yerevan,72,http://www.myrealty.am/en/item/310/Apartment-for-sale-in-Yerevan,1,stone,3,3.2
3217,79959,good,Arabkir,6,Hr.Kochar St,3,Yerevan,78,http://www.myrealty.am/en/item/20578/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,2.8
4747,51717,newly repaired,Erebuni,10,Rostovyan St,1,Yerevan,45,http://www.myrealty.am/en/item/35365/1-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,panel,2,2.8
1674,51722,good,Davtashen,10,Davtashen 1 district,3,Yerevan,96,http://www.myrealty.am/en/item/38070/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,other,3,2.8
2636,103926,good,Center,6,Nalbandyan St,2,Yerevan,78,http://www.myrealty.am/en/item/15907/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
4984,71445,newly repaired,Avan,17,Narekatsi district,3,Yerevan,85,http://www.myrealty.am/en/item/30124/3-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,10,2.8
1844,136619,newly repaired,Arabkir,6,A. Khachatrian St,4,Yerevan,127,http://www.myrealty.am/en/item/19258/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,2,2.8
2128,117415,newly repaired,Center,6,Leo St,4,Yerevan,100,http://www.myrealty.am/en/item/33332/4-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,stone,3,2.8
1848,132375,good,Center,5,Saryan St,3,Yerevan,92,http://www.myrealty.am/en/item/17135/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3
4363,77266,good,Arabkir,15,Gyulbenkyan St,2,Yerevan,67,http://www.myrealty.am/en/item/36477/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,4,2.8
4726,110505,newly repaired,Center,11,Argishti St,3,Yerevan,105,http://www.myrealty.am/en/item/37624/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,4,3
2918,89075,newly repaired,Center,6,Antarayin St,2,Yerevan,52,http://www.myrealty.am/en/item/32659/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,1,3.2
2996,86724,good,Arabkir,6,Sundukyan St,3,Yerevan,89,http://www.myrealty.am/en/item/34221/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,2.8
4977,54673,newly repaired,Achapnyak,17,16 District,3,Yerevan,78,http://www.myrealty.am/en/item/29258/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,panel,8,2.6
74,59977,newly repaired,Arabkir,17,Arabkir 51 St,3,Yerevan,78,http://www.myrealty.am/en/item/28349/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,16,2.8
4581,121266,good,Center,5,Mashtots Ave,3,Yerevan,110,http://www.myrealty.am/en/item/25340/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3
6375,203906,newly repaired,Arabkir,15,Hr.Kochar St,4,Yerevan,136,http://www.myrealty.am/en/item/36193/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,monolit,9,3
750,42553,good,Achapnyak,17,16 District,3,Yerevan,83,http://www.myrealty.am/en/item/36493/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,panel,6,2.8
4104,95280,newly repaired,Qanaqer-Zeytun,6,Sevak St,3,Yerevan,91,http://www.myrealty.am/en/item/29375/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,4,2.8
5844,58537,good,Qanaqer-Zeytun,5,Lepsus St,3,Yerevan,74,http://www.myrealty.am/en/item/35234/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,panel,2,2.8
3128,330448,good,Center,15,Aram St,3,Yerevan,142,http://www.myrealty.am/en/item/29185/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,11,3
6548,122174,newly repaired,Arabkir,19,Keri St,2,Yerevan,91,http://www.myrealty.am/en/item/7611/apartment-for-sale-in-Yerevan,1,other,12,3
2350,125971,newly repaired,Center,8,M.Khorenatsi St,3,Yerevan,100,http://www.myrealty.am/en/item/30545/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,4,3
67,118440,newly repaired,Center,3,Hanrapetutyan St,3,Yerevan,80,http://www.myrealty.am/en/item/27986/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.2
2681,109963,good,Arabkir,5,Kievyan St,3,Yerevan,90,http://www.myrealty.am/en/item/28260/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,1,3
5344,62388,newly repaired,Center,11,Teryan St,2,Yerevan,45,http://www.myrealty.am/en/item/28277/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,8,2.8
6570,182689,newly repaired,Arabkir,14,Mamikoniants St,4,Yerevan,135,http://www.myrealty.am/en/item/14891/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,3,monolit,3,3
2765,89436,newly repaired,Center,10,M.Khorenatsi St,3,Yerevan,73,http://www.myrealty.am/en/item/17173/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,4,2.8
5276,64508,newly repaired,Arabkir,6,Komitas Ave,2,Yerevan,66,http://www.myrealty.am/en/item/25118/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,3
1805,54327,good,Achapnyak,10,Sisakyan St,3,Yerevan,76,http://www.myrealty.am/en/item/28135/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,panel,8,2.8
2975,77110,newly repaired,Arabkir,6,Komitas Ave,3,Yerevan,77,http://www.myrealty.am/en/item/18465/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,5,2.8
4168,67251,good,Arabkir,5,Azatutyan Ave,2,Yerevan,70,http://www.myrealty.am/en/item/14322/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
1767,55476,good,Erebuni,15,Tigran Mets ?¤??? (Erebuni),2,Yerevan,69,http://www.myrealty.am/en/item/24203/2-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,panel,7,2.8
5019,133691,zero condition,Davtashen,16,Sasna tsrer St,3,Yerevan,118,http://www.myrealty.am/en/item/33093/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,monolit,14,3.2
2921,90127,newly repaired,Center,6,Mashtots Ave,2,Yerevan,65,http://www.myrealty.am/en/item/31575/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,1,2.8
4059,73159,newly repaired,Erebuni,6,Nor Aresh 42 St,4,Yerevan,97,http://www.myrealty.am/en/item/2427/apartment-for-sale-in-Yerevan,1,stone,5,2.8
1160,166466,newly repaired,Center,6,Sayat Nova Ave,3,Yerevan,106,http://www.myrealty.am/en/item/3114/apartment-for-sale-in-Yerevan,1,stone,5,3
5140,130063,newly repaired,Center,5,Saryan St,2,Yerevan,72,http://www.myrealty.am/en/item/12418/apartment-for-sale-in-Yerevan,1,stone,1,3
2297,61105,newly repaired,Arabkir,6,Mamikoniants St,2,Yerevan,57,http://www.myrealty.am/en/item/18561/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,4,2.8
5371,132221,zero condition,Center,13,M.Khorenatsi St,3,Yerevan,137,http://www.myrealty.am/en/item/22726/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,monolit,8,3
3030,70015,newly repaired,Arabkir,10,Arabkir 19 St,4,Yerevan,92,http://www.myrealty.am/en/item/26028/4-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,9,2.8
2640,108696,zero condition,Center,17,Tsitsernakaberd Highway,3,Yerevan,101,http://www.myrealty.am/en/item/2529/Apartment-for-sale-in-Yerevan,3,monolit,14,3
5225,56424,good,Achapnyak,10,Sisakyan St,3,Yerevan,76,http://www.myrealty.am/en/item/33013/3-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,panel,8,2.8
4954,46468,good,Nor Norq,17,Galshoyan St,3,Yerevan,79,http://www.myrealty.am/en/item/25616/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,other,15,2.8
4433,42978,newly repaired,Achapnyak,5,Fuchik St,2,Yerevan,59,http://www.myrealty.am/en/item/2060/2-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,stone,4,2.6
1760,53506,good,Erebuni,6,Erebuni Masiv 1 street,4,Yerevan,108,http://www.myrealty.am/en/item/19568/4-senyakanoc-bnakaran-vacharq-Yerevan-Erebuni,1,stone,4,2.8
1691,51493,good,Center,8,Saryan St,2,Yerevan,45,http://www.myrealty.am/en/item/34035/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,7,2.8
5133,131143,newly repaired,Center,6,D. Demirchyan St,3,Yerevan,100,http://www.myrealty.am/en/item/15243/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,2,3.2
1503,48762,good,Achapnyak,10,Leningradyan St,2,Yerevan,60,http://www.myrealty.am/en/item/21994/2-senyakanoc-bnakaran-vacharq-Yerevan-Achapnyak,1,panel,4,2.8
3638,72422,newly repaired,Qanaqer-Zeytun,6,Lepsus St,3,Yerevan,110,http://www.myrealty.am/en/item/32324/3-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,4,2.8
4229,68881,good,Arabkir,15,Sose St,3,Yerevan,84,http://www.myrealty.am/en/item/17078/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,panel,7,2.8
1554,152442,newly repaired,Arabkir,6,Mamikoniants St,3,Yerevan,140,http://www.myrealty.am/en/item/34271/3-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,2,stone,1,3
3220,88564,newly repaired,Center,10,M.Khorenatsi St,2,Yerevan,78,http://www.myrealty.am/en/item/18319/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,panel,7,2.8
3295,84462,newly repaired,Arabkir,5,Arabkir 43 St,2,Yerevan,70,http://www.myrealty.am/en/item/25490/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,monolit,2,3
6257,173651,newly repaired,Center,12,Paronyan St,3,Yerevan,101,http://www.myrealty.am/en/item/11700/apartment-for-sale-in-Yerevan,2,monolit,6,3
726,42917,good,Nor Norq,6,Moldovakan St,3,Yerevan,75,http://www.myrealty.am/en/item/18929/3-senyakanoc-bnakaran-vacharq-Yerevan-Nor%20Norq,1,panel,4,2.8
1168,155794,good,Center,5,Vardanants St,2,Yerevan,69,http://www.myrealty.am/en/item/2370/apartment-for-sale-in-Yerevan,1,stone,1,3.2
2945,116849,good,Center,7,Khanjyan St,2,Yerevan,71,http://www.myrealty.am/en/item/14172/2-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,3,3.2
5828,65833,good,Qanaqer-Zeytun,6,Sevak St,4,Yerevan,94,http://www.myrealty.am/en/item/35165/4-senyakanoc-bnakaran-vacharq-Yerevan-Qanaqer-Zeytun,1,stone,5,2.8
4488,65930,newly repaired,Avan,15,Arinj,4,Yerevan,120,http://www.myrealty.am/en/item/31142/4-senyakanoc-bnakaran-vacharq-Yerevan-Avan,1,panel,11,2.8
841,92684,newly repaired,Arabkir,6,Gyulbenkyan St,2,Yerevan,75,http://www.myrealty.am/en/item/23241/2-senyakanoc-bnakaran-vacharq-Yerevan-Arabkir,1,stone,3,2.8
2550,260644,newly repaired,Center,11,Yekmalyan St,3,Yerevan,119,http://www.myrealty.am/en/item/28515/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,2,monolit,2,3
5916,150257,good,Center,11,Rostom St,3,Yerevan,130,http://www.myrealty.am/en/item/36387/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,other,3,2.8
5632,149588,good,Center,6,Heratsi St,3,Yerevan,100,http://www.myrealty.am/en/item/475/3-senyakanoc-bnakaran-vacharq-Yerevan-Center,1,stone,4,3.2
2676,87699,newly repaired,Davtashen,15,Davtashen 4 district,3,Yerevan,94,http://www.myrealty.am/en/item/14088/3-senyakanoc-bnakaran-vacharq-Yerevan-Davtashen,1,other,9,2.8
